Player ID;Group name;League ID;Description;Session ID;Types;Session end (Local timezone);Session end date (Local timezone);Session end date (UTC);Session end time (Local timezone);Session end time (UTC);Session end (UTC);Session begin (Local timezone);Session begin date (Local timezone);Session begin date (UTC);Session begin time (Local timezone);Session begin time (UTC);Session begin (UTC);Distance (m);Distance (speed | very slow) (m);Distance (speed | slow) (m);Distance (speed | moderate) (m);Distance (speed | fast) (m);Distance (speed | very fast) (m);Distance (speed | sprint) (m);Distance / min (m);Distance / min (speed | very slow) (m);Distance / min (speed | slow) (m);Distance / min (speed | moderate) (m);Distance / min (speed | fast) (m);Distance / min (speed | very fast) (m);Distance / min (speed | sprint) (m);Duration (s);Position;Speed (Ø) (km/h);Speed (max.) (km/h);Speed (% of max.) (%);Time on Ice (s);Time (s);Time (speed | very slow) (s);Time (speed | slow) (s);Time (speed | moderate) (s);Time (speed | fast) (s);Time (speed | very fast) (s);Time (speed | sprint) (s);Accumulated Acceleration Load;Acceleration Load (load | very low);Acceleration Load (load | low);Acceleration Load (load | medium);Acceleration Load (load | high);Acceleration Load (load | very high);Acceleration Load (load | near max);Acceleration Load (load | max);Accumulated Acceleration Load / min;Acceleration Load / min;Acceleration Load (max.);Acceleration Load (time | high) (s);Acceleration Load (time | low) (s);Acceleration Load (time | max) (s);Acceleration Load (time | medium) (s);Acceleration Load (time | near max) (s);Acceleration Load (time | very high) (s);Acceleration Load (time | very low) (s);Acceleration (max.) (m/s²);Deceleration (max.) (m/s²);Anaerobic Activity (distance) (m);Anaerobic Activity (time) (s);High Speed and Acceleration Distance (m);High Speed and Acceleration Distance / min (m);High Metabolic Power Distance (m);High Metabolic Power Distance / min (m);High Speed and Acceleration Time (s);Accels Load;Accel 1;Accel 2;Accel 3;Accel 4;Accels Load / min;Accel 1 / min;Accel 2 / min;Accel 3 / min;Accel 4 / min;Decels Load;Decel 1;Decel 2;Decel 3;Decel 4;Decels Load / min;Decel 1 / min;Decel 2 / min;Decel 3 / min;Decel 4 / min;Mechanical Intensity;Mechanical Intensity (def.);Mechanical Intensity (off.);Mechanical Load;Mechanical Load (def.);Mechanical Load (off.);Metabolic Power (Ø) (W);Metabolic Power (max.) (W);Metabolic Power per mass (Ø) (W/kg);Metabolic Power per mass (max.) (W/kg);Metabolic Power (time | high) (s);Metabolic Power (time | low) (s);Metabolic Power (time | medium) (s);Metabolic Power (time | very high) (s);Metabolic Power (time | very low) (s);Metabolic Work (kcal);Metabolic Work / min (kcal);Physio Intensity;Physio Load;Heart Rate Recoveries;Heart Rate Recoveries / min;Heart Rate (Ø) (bpm);Heart Rate (max.) (bpm);Heart Rate (min.) (bpm);Heart rate (% of max.) (%);Heart Rate (% of HRR) (%);Heart Rate (time | 0 - 50%) (s);Heart Rate (time | 50 - 60%) (s);Heart Rate (time | 60 - 70%) (s);Heart Rate (time | 70 - 80%) (s);Heart Rate (time | 80 - 90%) (s);Heart Rate (time | ? 90%) (s);Human Core Temperature (Ø) (°C);Human Core Temperature (max.) (°C);Activation Gluteus (total);Activation Hamstrings (total);Muscle Load (total);Activation Quadrizeps (total);TRIMP;Accelerations;Accelerations (low);Accelerations (medium);Accelerations (high);Accelerations (very high);Accelerations (near max);Accelerations (max);Accelerations / min;Accelerations / min (low);Accelerations / min (medium);Accelerations / min (high);Accelerations / min (very high);Accelerations / min (near max);Accelerations / min (max);Changes of Direction;Changes of Direction (left);Changes of Direction (right);Changes of Direction / min;Changes of Direction / min (left);Changes of Direction / min (right);Changes of Orientation;Changes of Orientation / min;Changes of Pace;Changes of Pace (low);Changes of Pace (medium);Changes of Pace (high);Changes of Pace (very high);Changes of Pace / min;Changes of Pace / min (low);Changes of Pace / min (medium);Changes of Pace / min (high);Changes of Pace / min (very high);Decelerations;Decelerations (low);Decelerations (medium);Decelerations (high);Decelerations (very high);Decelerations / min;Decelerations / min (low);Decelerations / min (medium);Decelerations / min (high);Decelerations / min (very high);Down on Pads;Down on Pads / min;Exertions;Exertions (low);Exertions (medium);Exertions (high);Exertions (very high);Exertions / min;Exertions / min (low);Exertions / min (medium);Exertions / min (high);Exertions / min (very high);Impacts;Impacts / min;Shifts;Shifts / min;Skating Transitions;Skating Transitions (left);Skating Transitions (right);Skating Transitions / min;Skating Transitions / min (left);Skating Transitions / min (right);Speed Zone Entries;Speed Zone Entries (very slow);Speed Zone Entries (slow);Speed Zone Entries (moderate);Speed Zone Entries (fast);Speed Zone Entries (very fast);Speed Zone Entries (sprint);Speed Zone Entries / min;Speed Zone Entries / min (very slow);Speed Zone Entries / min (slow);Speed Zone Entries / min (moderate);Speed Zone Entries / min (fast);Speed Zone Entries / min (very fast);Speed Zone Entries / min (sprint);Sprints;Sprints (low);Sprints (medium);Sprints (high);Sprints (very high);Sprints (near max);Sprints / min;Sprints / min (low);Sprints / min (medium);Sprints / min (high);Sprints / min (very high);Sprints / min (near max);Turns;Sharp Turns;Wide Turns;Turns / min;Sharp Turns / min;Wide Turns / min
42;Defense;;Period 1;194;Period;16.11.2022 20:14;16.11.2022;16.11.2022;20:14:46;19:14:46;16.11.2022 19:14;16.11.2022 19:45;16.11.2022;16.11.2022;19:45:50;18:45:50;16.11.2022 18:45;1136;116;112;135;220;227;325;274;28;27;32;53;55;78;1736;F;16.41;31.69;63;249;249;61;31;32;42;37;46;56.79;3.01;7.32;8.01;9.62;8.99;8.33;11.52;13.68;2.26;9.09;42;43;34;45;27;32;25;3.53;-6.64;52;13;714;172;713;172;128;139.21;38.82;52.64;47.76;0;33.53;9.35;12.68;11.5;0;60.48;16.45;11.12;21.57;11.33;14.57;3.96;2.68;5.2;2.73;48.1;;;199.69;0;0;488.2;1854.08;5.36;20.37;69;38;69;49;24;29.05;7;58;240.6;0;0;;;;0;0;;;;;;;;;;;;;0;26;25;1;0;0;0;0;6.26;6.02;0.24;0;0;0;0;4;1;3;0.96;0.24;0.72;4;0.96;10;9;1;0;0;2.41;2.17;0.24;0;0;21;1;3;5;12;5.06;0.24;0.72;1.2;2.89;0;0;10;0;0;0;10;2.41;0;0;0;2.41;1;0.24;7;1.69;15;6;9;3.61;1.45;2.17;38;0;2;6;7;5;18;9.15;0;0.48;1.45;1.69;1.2;4.34;17;3;8;5;1;0;4.09;0.72;1.93;1.2;0.24;0;2;0;2;0.48;0;0.48
43;Defense;;Period 1;194;Period;16.11.2022 20:14;16.11.2022;16.11.2022;20:14:46;19:14:46;16.11.2022 19:14;16.11.2022 19:45;16.11.2022;16.11.2022;19:45:50;18:45:50;16.11.2022 18:45;1061;98;97;150;298;189;230;262;24;24;37;73;47;57;1736;F;15.71;31.57;63;243;243;58;28;35;57;33;32;46.87;5.68;6.26;7.88;6.31;7.56;7.59;5.58;11.56;1.94;8.48;30;43;16;45;26;29;53;4.19;-4.9;23;5;598;148;621;153;110;129.79;38.67;40.82;44;6.3;32.01;9.54;10.07;10.85;1.55;61.89;17.41;15.09;19.81;9.58;15.27;4.3;3.72;4.89;2.36;47.28;;;191.68;0;0;476.42;1805.04;5.12;19.41;64;46;68;43;23;27.69;6.83;56.7;229.9;0;0;;;;0;0;;;;;;;;;;;;;0;23;21;2;0;0;0;0;5.67;5.18;0.49;0;0;0;0;6;0;6;1.48;0;1.48;1;0.25;8;8;0;0;0;1.97;1.97;0;0;0;20;4;4;4;8;4.93;0.99;0.99;0.99;1.97;0;0;3;0;0;0;3;0.74;0;0;0;0.74;0;0;6;1.48;10;5;5;2.47;1.23;1.23;40;0;7;4;9;8;12;9.87;0;1.73;0.99;2.22;1.97;2.96;12;2;7;2;1;0;2.96;0.49;1.73;0.49;0.25;0;13;1;12;3.21;0.25;2.96
1;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;1026;301;200;209;194;90;32;177;52;34;36;33;15;5;2229;D;10.6;25.73;51;348;348;176;60;53;40;15;5;61.12;7.83;13.17;13.48;7.69;7.11;5.9;5.94;10.53;1.75;5.36;38;92;19;79;21;29;70;4.27;-4.65;27;6;276;48;390;67;68;179.88;61.09;54.3;55.03;9.45;30.99;10.53;9.36;9.48;1.63;82.41;23.45;20.73;29.14;9.09;14.2;4.04;3.57;5.02;1.57;45.19;;;262.29;0;0;322.93;1748.46;3.51;19.01;52;116;87;29;65;26.87;4.63;37.9;219.7;0;0;;;;0;0;;;;;;;;;;;;;0;31;28;2;1;0;0;0;5.34;4.82;0.34;0.17;0;0;0;12;4;8;2.07;0.69;1.38;2;0.34;10;10;0;0;0;1.72;1.72;0;0;0;31;8;4;11;8;5.34;1.38;0.69;1.9;1.38;0;0;4;0;0;0;4;0.69;0;0;0;0.69;0;0;9;1.55;31;19;12;5.34;3.27;2.07;51;0;9;22;12;4;4;8.79;0;1.55;3.79;2.07;0.69;0.69;4;2;2;0;0;0;0.69;0.34;0.34;0;0;0;12;3;9;2.07;0.52;1.55
2;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;1147;131;115;166;400;166;170;236;27;24;34;82;34;35;2229;F;14.14;31.19;62;292;292;91;33;39;78;28;24;56.69;4.93;8.66;11.05;12.68;9.24;5.74;4.38;11.65;1.95;6.17;56;56;15;56;22;38;49;3.64;-7.35;22;5;519;107;649;133;99;144.86;49.89;48.73;44.55;1.7;29.77;10.25;10.01;9.15;0.35;67.46;20.24;17.47;23.02;6.73;13.86;4.16;3.59;4.73;1.38;43.64;;;212.32;0;0;406.62;1511.09;4.52;16.79;76;62;70;41;43;28.36;5.83;49.4;240.4;0;0;;;;0;0;;;;;;;;;;;;;0;28;28;0;0;0;0;0;5.75;5.75;0;0;0;0;0;8;5;3;1.64;1.03;0.62;2;0.41;8;8;0;0;0;1.64;1.64;0;0;0;18;1;6;4;7;3.7;0.21;1.23;0.82;1.44;0;0;4;0;0;0;4;0.82;0;0;0;0.82;0;0;7;1.44;13;7;6;2.67;1.44;1.23;41;0;6;5;15;5;10;8.43;0;1.23;1.03;3.08;1.03;2.06;13;7;4;1;1;0;2.67;1.44;0.82;0.21;0.21;0;24;4;20;4.93;0.82;4.11
3;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;1131;282;127;172;293;174;83;203;51;23;31;53;31;15;2229;F;12.17;27.44;55;334;334;156;38;41;57;30;13;67.54;4.72;8.34;14.04;13.58;13.41;8.45;4.99;12.12;2.04;6.74;59;55;16;79;30;54;42;3.89;-6.68;22;7;469;84;591;106;102;185.8;49.01;75.94;58.91;1.94;33.34;8.8;13.63;10.57;0.35;84.27;21.55;21.67;28.08;12.97;15.12;3.87;3.89;5.04;2.33;48.47;;;270.07;0;0;357.23;1434.6;4.11;16.49;74;112;64;39;45;28.55;5.12;41.1;229.1;0;0;;;;0;0;;;;;;;;;;;;;0;31;30;1;0;0;0;0;5.56;5.38;0.18;0;0;0;0;7;3;4;1.26;0.54;0.72;2;0.36;11;11;0;0;0;1.97;1.97;0;0;0;30;5;5;6;14;5.38;0.9;0.9;1.08;2.51;0;0;8;0;0;0;8;1.44;0;0;0;1.44;3;0.54;9;1.62;25;11;14;4.49;1.97;2.51;50;0;8;12;13;10;7;8.97;0;1.44;2.15;2.33;1.79;1.26;11;8;3;0;0;0;1.97;1.44;0.54;0;0;0;22;5;17;3.95;0.9;3.05
11;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;876;168;134;164;128;116;164;226;43;35;42;33;30;42;2229;F;13.54;31.23;62;233;233;86;39;40;25;19;24;50.4;3.69;7.31;8.46;7.94;7.29;5.52;10.18;12.98;2.15;5.48;36;45;30;46;19;28;28;4.14;-5.8;60;13;420;108;435;112;80;131.47;36.23;45.79;44.12;5.33;33.87;9.33;11.8;11.37;1.37;57.54;15.82;14.33;19.75;7.64;14.82;4.07;3.69;5.09;1.97;48.69;;;189;0;0;374.28;1655.96;4.56;20.19;39;63;66;39;26;20.85;5.37;43.1;167.3;0;0;;;;0;0;;;;;;;;;;;;;0;20;20;0;0;0;0;0;5.15;5.15;0;0;0;0;0;7;7;0;1.8;1.8;0;5;1.29;10;10;0;0;0;2.58;2.58;0;0;0;20;3;2;5;10;5.15;0.77;0.52;1.29;2.58;0;0;8;0;0;0;8;2.06;0;0;0;2.06;0;0;6;1.55;26;11;15;6.7;2.83;3.86;39;0;11;8;5;7;8;10.05;0;2.83;2.06;1.29;1.8;2.06;12;5;2;4;1;0;3.09;1.29;0.52;1.03;0.26;0;15;5;10;3.86;1.29;2.58
13;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;0;;;;;;;;;;;;;;2229;D;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;0;;0;;0;0;0;0;0;0;;;;;;0;0;0;0;0;;;;;;;;;0;0;0;;;;;;;;;;0;;;0;0;0;;;;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;1509;222;193;264;455;219;156;232;34;30;41;70;34;24;2229;D;13.95;28.34;57;389;389;121;57;62;89;36;24;67.94;8.6;13.03;16.4;11.57;7.23;5.62;5.49;10.47;1.73;6.53;55;93;17;93;21;29;82;3.65;-6.34;37;8;603;93;759;117;119;202.27;62.63;83.63;54.55;1.45;31.16;9.65;12.88;8.4;0.22;81.51;29.75;19.7;25.27;6.79;12.56;4.58;3.03;3.89;1.05;43.72;;;283.77;0;0;436.14;1669.45;4.45;17.04;96;92;116;45;41;40.61;6.26;53.1;344.4;0;0;;;;0;0;;;;;;;;;;;;;0;37;36;1;0;0;0;0;5.7;5.55;0.15;0;0;0;0;7;2;5;1.08;0.31;0.77;3;0.46;9;9;0;0;0;1.39;1.39;0;0;0;22;4;3;5;10;3.39;0.62;0.46;0.77;1.54;0;0;7;0;0;0;7;1.08;0;0;0;1.08;1;0.15;10;1.54;37;24;13;5.7;3.7;2;57;0;10;12;11;10;14;8.78;0;1.54;1.85;1.69;1.54;2.16;16;7;8;1;0;0;2.47;1.08;1.23;0.15;0;0;21;1;20;3.24;0.15;3.08
30;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;320;317;3;0;0;0;0;16;16;0;0;0;0;0;2229;Goalkeeper;0.96;12.42;25;1197;1197;1196;1;0;0;0;0;68.74;36.36;15.81;7.9;4.01;2.25;1.67;0.74;3.45;0.57;4.36;23;168;3;59;7;11;925;3.11;-3.39;1;1;8;0;3;0;6;262.64;191.98;56.48;14.18;0;13.17;9.63;2.83;0.71;0;133;101.4;25.3;6.3;0;6.67;5.08;1.27;0.32;0;19.84;;;395.65;0;0;32.88;803.57;0.39;9.45;2;93;5;0;1097;9.4;0.47;3.2;63.4;0;0;;;;0;0;;;;;;;;;;;;;0;2;2;0;0;0;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;1;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;1.35;1;0;0;0;1;0.05;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0.05;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.05;0.05;0
12;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;1338;210;123;165;276;290;275;234;37;21;29;48;51;48;2229;F;14.03;29.53;59;343;343;128;34;39;53;50;39;66.72;4.33;10.68;14.4;16.55;11.98;5.62;3.17;11.66;1.96;5.96;76;71;11;77;22;48;39;3.91;-6.2;9;4;803;140;821;143;153;182.57;63.73;62.24;52.72;3.88;31.9;11.14;10.88;9.21;0.68;81.43;22.04;14.67;30.78;13.94;14.23;3.85;2.56;5.38;2.44;46.13;;;264;0;0;351.9;1379.97;4.69;18.4;86;73;76;58;50;28.49;4.98;40.8;233.7;0;0;;;;0;0;;;;;;;;;;;;;0;27;25;2;0;0;0;0;4.72;4.37;0.35;0;0;0;0;5;3;2;0.87;0.52;0.35;2;0.35;8;8;0;0;0;1.4;1.4;0;0;0;29;4;6;5;14;5.07;0.7;1.05;0.87;2.45;0;0;3;0;0;0;3;0.52;0;0;0;0.52;0;0;8;1.4;14;4;10;2.45;0.7;1.75;51;0;6;9;10;11;15;8.91;0;1.05;1.57;1.75;1.92;2.62;18;6;6;6;0;0;3.15;1.05;1.05;1.05;0;0;20;6;14;3.49;1.05;2.45
31;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;1205;214;236;143;296;167;149;223;40;44;26;55;31;28;2229;F;13.4;31.34;63;324;324;113;69;34;57;28;21;75.17;4.56;7.66;10.11;10.19;12.57;9.65;20.43;13.93;2.33;7.28;44;49;56;53;30;46;45;3.99;-5.47;116;31;513;95;584;108;104;170.82;53.73;58.06;54.18;4.85;31.66;9.96;10.76;10.04;0.9;81.6;21.35;19.17;25.08;16;15.13;3.96;3.55;4.65;2.97;46.79;;;252.42;0;0;398.68;1826.68;4.38;20.07;63;84;98;43;36;30.96;5.74;47.3;255.3;0;0;;;;0;0;;;;;;;;;;;;;0;34;32;2;0;0;0;0;6.3;5.93;0.37;0;0;0;0;5;3;2;0.93;0.56;0.37;12;2.22;12;12;0;0;0;2.22;2.22;0;0;0;24;5;3;5;11;4.45;0.93;0.56;0.93;2.04;0;0;21;0;0;0;21;3.89;0;0;0;3.89;2;0.37;7;1.3;60;49;11;11.12;9.08;2.04;51;0;17;4;11;10;9;9.45;0;3.15;0.74;2.04;1.85;1.67;11;4;4;2;1;0;2.04;0.74;0.74;0.37;0.19;0;26;4;22;4.82;0.74;4.08
33;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;1334;372;220;216;333;122;70;183;51;30;30;46;17;10;2229;D;11;26.62;53;436;436;222;66;52;66;21;11;79.57;8.96;16;15.23;14.39;11.81;7.31;5.88;10.94;1.81;7.48;69;111;19;86;25;48;78;3.58;-4.39;34;9;399;55;540;74;91;224.42;72.36;77.51;74.54;0;30.85;9.95;10.66;10.25;0;102.11;30.12;30.54;36.6;4.85;14.04;4.14;4.2;5.03;0.67;44.89;;;326.53;0;0;325.19;1458.06;3.53;15.85;69;149;106;36;76;33.89;4.66;39.3;285.8;0;0;;;;0;0;;;;;;;;;;;;;0;37;37;0;0;0;0;0;5.09;5.09;0;0;0;0;0;13;9;4;1.79;1.24;0.55;2;0.27;12;12;0;0;0;1.65;1.65;0;0;0;32;4;13;6;9;4.4;0.55;1.79;0.82;1.24;0;0;8;0;0;0;8;1.1;0;0;0;1.1;1;0.14;7;0.96;38;21;17;5.22;2.89;2.34;53;0;12;11;17;6;7;7.29;0;1.65;1.51;2.34;0.82;0.96;10;5;5;0;0;0;1.37;0.69;0.69;0;0;0;18;2;16;2.47;0.27;2.2
32;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;1047;94;82;122;245;185;320;271;24;21;32;63;48;83;2229;F;16.25;32.44;65;232;232;57;23;29;47;31;45;58.11;1.67;4.48;6.64;10.68;12.15;9.57;12.91;15.03;2.55;7.33;43;30;38;33;31;44;14;3.72;-6.59;81;20;687;178;696;180;121;134.6;42.91;54.24;36;1.45;34.82;11.1;14.03;9.31;0.38;51.8;13.92;10.06;16.66;11.15;13.4;3.6;2.6;4.31;2.88;48.22;;;186.4;0;0;445.89;1523.54;5.37;18.36;66;39;50;53;25;24.84;6.42;52.3;202.3;0;0;;;;0;0;;;;;;;;;;;;;0;22;20;2;0;0;0;0;5.69;5.17;0.52;0;0;0;0;8;2;6;2.07;0.52;1.55;6;1.55;7;7;0;0;0;1.81;1.81;0;0;0;15;1;2;3;9;3.88;0.26;0.52;0.78;2.33;0;0;17;0;0;0;17;4.4;0;0;0;4.4;2;0.52;6;1.55;16;8;8;4.14;2.07;2.07;38;0;4;6;7;5;16;9.83;0;1.03;1.55;1.81;1.29;4.14;16;3;9;3;1;0;4.14;0.78;2.33;0.78;0.26;0;15;3;12;3.88;0.78;3.1
34;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;1743;340;255;349;433;208;160;212;41;31;42;53;25;19;2229;D;12.72;31.66;63;494;494;184;78;88;87;36;20;76.57;14.59;17.56;15.73;12.71;9.66;4.76;1.57;9.31;1.51;5.62;62;130;4;92;18;41;147;4.24;-5.49;8;1;569;69;661;80;103;200.16;71.83;64.33;56.73;7.27;24.33;8.73;7.82;6.9;0.88;86.22;33.1;20.59;26.11;6.42;10.48;4.02;2.5;3.17;0.78;34.81;;;286.39;0;0;364.11;1451.98;4.09;16.31;89;140;156;50;59;39.83;4.84;43.9;361.3;0;0;;;;0;0;;;;;;;;;;;;;0;22;20;2;0;0;0;0;2.67;2.43;0.24;0;0;0;0;10;4;6;1.22;0.49;0.73;2;0.24;9;9;0;0;0;1.09;1.09;0;0;0;21;4;5;3;9;2.55;0.49;0.61;0.36;1.09;0;0;3;0;0;0;3;0.36;0;0;0;0.36;0;0;9;1.09;23;14;9;2.8;1.7;1.09;55;0;9;17;14;10;5;6.69;0;1.09;2.07;1.7;1.22;0.61;12;4;6;1;1;0;1.46;0.49;0.73;0.12;0.12;0;26;4;22;3.16;0.49;2.67
35;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;1103;284;169;173;209;130;137;198;51;30;31;38;23;25;2229;F;11.88;30.29;61;334;334;160;51;41;41;22;20;56.34;7.64;12.3;11.47;8.81;6.1;5.36;4.65;10.12;1.69;5.11;43;92;14;65;19;24;76;3.94;-5.09;19;5;432;78;482;87;88;178.21;53.12;60.18;56.91;8;32;9.54;10.81;10.22;1.44;80.73;22.46;23.03;26.27;8.97;14.5;4.03;4.14;4.72;1.61;46.5;;;258.93;0;0;313.78;1801.29;3.97;22.8;53;110;78;39;53;24.95;4.48;36.4;202.9;0;0;;;;0;0;;;;;;;;;;;;;0;29;25;4;0;0;0;0;5.21;4.49;0.72;0;0;0;0;8;7;1;1.44;1.26;0.18;3;0.54;12;11;1;0;0;2.16;1.98;0.18;0;0;25;5;4;8;8;4.49;0.9;0.72;1.44;1.44;0;0;5;0;0;0;5;0.9;0;0;0;0.9;1;0.18;6;1.08;34;9;25;6.11;1.62;4.49;54;0;14;8;11;7;14;9.7;0;2.51;1.44;1.98;1.26;2.51;11;2;6;3;0;0;1.98;0.36;1.08;0.54;0;0;23;8;15;4.13;1.44;2.69
36;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;0;;;;;;;;;;;;;;2229;F;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;0;;0;;0;0;0;0;0;0;;;;;;0;0;0;0;0;;;;;;;;;0;0;0;;;;;;;;;;0;;;0;0;0;;;;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;Defense;;Period 2;194;Period;16.11.2022 21:10;16.11.2022;16.11.2022;21:10:19;20:10:19;16.11.2022 20:10;16.11.2022 20:33;16.11.2022;16.11.2022;20:33:10;19:33:10;16.11.2022 19:33;1342;293;179;229;292;159;190;199;43;27;34;43;24;28;2229;D;11.95;32.65;65;404;404;185;54;56;57;27;26;68.89;10.04;13.52;14.79;10.26;7.56;7.35;5.39;10.22;1.69;5.36;49;99;19;85;26;30;97;3.71;-5.29;27;7;536;80;608;90;107;191.84;66.82;68.66;54.66;1.7;28.46;9.91;10.19;8.11;0.25;88.06;29.13;24.82;30.48;3.64;13.06;4.32;3.68;4.52;0.54;41.52;;;279.9;0;0;350.86;1482.29;3.81;16.11;73;117;103;39;72;34.32;5.09;42.7;287.5;0;0;;;;0;0;;;;;;;;;;;;;0;30;28;2;0;0;0;0;4.45;4.15;0.3;0;0;0;0;4;2;2;0.59;0.3;0.3;3;0.45;5;5;0;0;0;0.74;0.74;0;0;0;29;5;7;7;10;4.3;0.74;1.04;1.04;1.48;0;0;6;0;0;0;6;0.89;0;0;0;0.89;1;0.15;8;1.19;32;18;14;4.75;2.67;2.08;56;0;15;13;14;5;9;8.31;0;2.23;1.93;2.08;0.74;1.34;11;4;4;2;1;0;1.63;0.59;0.59;0.3;0.15;0;19;1;18;2.82;0.15;2.67
